title,company,location,salary,experience,link,description,skills,location,salary,experience,link,description,skills
Site Supervisor,UB Heritage Group,Ahmedabad,Not disclosed,8-10 Yrs,https://www.naukri.com/job-listings-site-supervisor-ub-heritage-ahmedabad-8-to-10-years-230523501136,Diploma Civil / ITI -8-10 years . Should have work experience of luxury high rise devel...,"Civil Site Supervision,Supervision,Shuttering,Site supervision,EHS,Civil,Site,Civil Site Supervisor",,,,,,
Supervisor Production,Varroc Engineering,Aurangabad,Not disclosed,2-5 Yrs,https://www.naukri.com/job-listings-supervisor-production-varroc-engineering-pvt-ltd-aurangabad-2-to-5-years-230523500924,"Participate in daily review meetings to understand the daily production targets, inhous...","Production supervising,Improvement,Cost optimization,Production planning,Root cause analysis,External audit,Team development,Optimization",,,,,,
Press Engineering - Equipment & Facility Planning,Maruti Suzuki,"Gurgaon/Gurugram, Manesar",Not disclosed,3-7 Yrs,https://www.naukri.com/job-listings-press-engineering-equipment-facility-planning-maruti-suzuki-india-limited-gurgaon-gurugram-manesar-3-to-7-years-230523500544,Analysis of production requirement & propose & implement countermeasures related to spa...,"Facilities,Quality management,Planning,Networking,Production engineering,Production,Assurance,Powerpoint",,,,,,
Shift In-charge (Dyeing Knits),Somany Evergreen Knits Ltd.,"Solapur, Maharashtra",4.75-5.5 Lacs PA,7-12 Yrs,https://www.naukri.com/job-listings-shift-in-charge-dyeing-knits-somany-evergreen-knits-ltd-solapur-maharashtra-7-to-12-years-230523007095,Manage shift responsibilities. Must know how to ensure timely loading and unloading of ...,"dyeing,Textile,Production,Knits,Management,Finishing,Production management",,,,,,
Npi Engineer,Sanmina,"Oragadam/ Oragaram, Tamil Nadu, Ambattur, Tamil Nadu, Sriperumbudur, Tamil Nadu, Avadi, Tamil Nadu, Tambaram, Tamil Nadu, Chennai, Vellore, Tamil Nadu, Kanchipuram, Tamil Nadu, Thiruvallur, Tamil Nadu",Not disclosed,2-6 Yrs,https://www.naukri.com/job-listings-npi-engineer-sanmina-oragadam-oragaram-tamil-nadu-ambattur-tamil-nadu-sriperumbudur-tamil-nadu-avadi-tamil-nadu-tambaram-tamil-nadu-chennai-vellore-tamil-nadu-kanchipuram-tamil-nadu-thiruvallur-tamil-nadu-2-to-6-years-230523006755,"Performing Continuous Process Improvement activities including DFx reviews, process cap...","npi,Capa,NPD,Product development,Six sigma,Product Introduction,Development,Launch",,,,,,
"Walk-in interview at Sun Pharmaceutical Industries Limited, Dadra",Sun Pharma,"Dadra & Nagar Haveli/ Silvassa, Dadra & Nagar Haveli",Not disclosed,28 May,https://www.naukri.com/job-listings-walk-in-interview-at-sun-pharmaceutical-industries-limited-dadra-sun-pharma-dadra-nagar-haveli-silvassa-dadra-nagar-haveli-2-to-6-years-230523006576,Experience: 2- 6 years of experience in OSD manufacturing & packing activities in an OS...,"osd,Production,manufacturing,granulation,coating,interviewing,sap,sun",,,,,,
Site Engineer,Manpowergroup Services India,india,2-3.5 Lacs PA,8-10 Yrs,https://www.naukri.com/job-listings-site-engineer-manpowergroup-services-india-india-8-to-10-years-230523004111,Should have knowledge of studying the approved design & drawings of Gantry & beam struc...,"site,installation,site engineering,compensation,commissioning",,,,,,
Mechanical Maintenance Engineer,Grasim Industries,"Nagda, Madhya Pradesh",Not disclosed,5-10 Yrs,https://www.naukri.com/job-listings-mechanical-maintenance-engineer-grasim-industries-nagda-madhya-pradesh-5-to-10-years-230523003757,"He will be responsible for shift operations of spinning and After treatment, achieve ta...","MTTR,Breakdown Maintenance,MTBF,Predictive Maintenance,Preventive Maintenance,plant operations,plant,plant operation",,,,,,
Process Engineer -  Vapi,Aarti Industries,"Vapi, Gujarat",1.5-3.5 Lacs PA,2-5 Yrs,https://www.naukri.com/job-listings-process-engineer-vapi-aarti-industries-vapi-gujarat-2-to-5-years-230523003544,"Roles and Responsibilities 2-5 years of exp, B. Tech Chemical Desired Candidate Profile...","process,engineering,process engineering",,,,,,
Process Incharge  - Vapi/Jhagadia,Aarti Industries,"Vapi, Gujarat",4-9 Lacs PA,6-11 Yrs,https://www.naukri.com/job-listings-process-incharge-vapi-jhagadia-aarti-industries-vapi-gujarat-6-to-11-years-230523003526,Roles and Responsibilities 6-9 years of experieceDesired Candidate Profile Perks and Be...,"Process Engineering,flow,materials,line sizing,material balance,capacity expansion,process flow,process",,,,,,
Engineer Maintenance - Plant,Varroc Engineering,Aurangabad,Not disclosed,3-7 Yrs,https://www.naukri.com/job-listings-engineer-maintenance-plant-varroc-engineering-pvt-ltd-aurangabad-3-to-7-years-220523500972,Coordinating with service engineers for execution of NPD & Improvement with ME Team for...,"breakdown maintenance,breakdown,inventory,predictive maintenance,part,training,maintenance engineering,preventive maintenance",,,,,,
Civil Engineer Consultant,Smile Foundation,Sangrur,Not disclosed,5-10 Yrs,https://www.naukri.com/job-listings-civil-engineer-consultant-smile-foundation-sangrur-5-to-10-years-220523500883,Master degree in Civil Engineering from a recognized university . Strong communication ...,"process,social media,civil,web services,payment processing,ssl,technology,civil engineering",,,,,,
Jr ENGINEER,UB Heritage Group,Ahmedabad,Not disclosed,3-5 Yrs,https://www.naukri.com/job-listings-jr-engineer-ub-heritage-ahmedabad-3-to-5-years-220523500276,Candidates based in and near Ahmedabad will be given preference,"civil,supervision,reporting,monitoring,project,billing,ms office,autocad",,,,,,
"Urgent Requirement-Line Leader, WIP, Testing, Quality Operator",Manpowergroup Services India,"Sriperumbudur, Tamil Nadu",2-3 Lacs PA,1-4 Yrs,https://www.naukri.com/job-listings-urgent-requirement-line-leader-wip-testing-quality-operator-manpowergroup-services-india-sriperumbudur-tamil-nadu-1-to-4-years-220523005921,Experience:Min 6 months. Salary: Based on Experience. Intersted Candidate can send resu...,"production line,leadership,production,wip,operating,quality operations,software testing,line",,,,,,
Digital Manufacturing - Technical Support Consultant,Tata Technologies,"Sanand, Gujarat",Not disclosed,2-4 Yrs,https://www.naukri.com/job-listings-digital-manufacturing-technical-support-consultant-tata-technologies-sanand-gujarat-2-to-4-years-220523004795,Education : BE / B Tech in Mechanical / Production/Automobile Engineering or Equivalent...,"PLM,Delmia,3Dexperience,Digital Manufacturing,Dassault System,manufacturing,technical,digital",,,,,,
Civil Engineer,Shree Guru Gobind Singh Tricentenary University (SGTU),"Gurgaon/ Gurugram, Haryana",1-4 Lacs PA,3-7 Yrs,https://www.naukri.com/job-listings-civil-engineer-shree-guru-gobind-singh-tricentenary-university-sgtu-gurgaon-gurugram-haryana-3-to-7-years-220523004552,Schedule: Day shift. .,"civil engineering,draw,site,engineering,drawing,civil",,,,,,
Granulation Operator-Sun Pharma Mohali,Sun Pharma,"Mohali, Punjab",3-5.5 Lacs PA,2-7 Yrs,https://www.naukri.com/job-listings-granulation-operator-sun-pharma-mohali-sun-pharma-mohali-punjab-2-to-7-years-220523003723,Roles and Responsibilities . RMG / FBD/ Wruster / FBE . Desired Candidate Profile . ITI...,"usfda,tablets,granulation,fbd,rmg,pharmaceutical",,,,,,
Sr. Engineer/ Asst/DY./ Manager,BMM ISPAT,"Bellary/ Ballari, Karnataka, Hospet/ Hosapete, Karnataka","50,000-80,000 PA",5-10 Yrs,https://www.naukri.com/job-listings-sr-engineer-asst-dy-manager-bmm-ispat-bellary-ballari-karnataka-hospet-hosapete-karnataka-5-to-10-years-220523003654,Responsible for close coordination with mill shift in-chargeResponsible for executing t...,"engineering,assistance,sr,milling,management,operations,OPERATION,MILL",,,,,,
Project Manager,RIC Projects Pvt. Ltd,"Pondicherry/ Puducherry, Puducherry",9-12 Lacs PA,15-20 Yrs,https://www.naukri.com/job-listings-project-manager-ric-projects-pvt-ltd-pondicherry-puducherry-puducherry-15-to-20-years-200523003687,B.Tech (Civil) Min. 15yrs Exp. capable to handle team and projects. Coordination with v...,"Execution,Monitoring,scheduling,management,project,project management,planning",,,,,,
Civil Site Engineer,MVV And Mk Housing,Visakhapatnam,2.25-3.25 Lacs PA,19 May - 28 May,https://www.naukri.com/job-listings-civil-site-engineer-mvv-and-mk-housing-visakhapatnam-vizag-3-to-8-years-180523005384,Job location is at Visakhapatnam. Should be supervise oversee the construction of proje...,"Site Supervision,Civil Engineering,Plastering,Site Engineering,Waterproofing,civil site engineering,construction,supervision",,,,,,
Job Opening For Production || PCB Assembly || Noida,Ukb Electronics,Delhi / NCR,Not disclosed,4-9 Yrs,https://www.naukri.com/job-listings-opening-for-production-pcb-assembly-noida-ukb-electronics-delhi-ncr-4-to-9-years-170523009105,Overall Responsible for all Production section. Plan and coordinate production engineer...,"production,printing,pcb,printed circuit board,assembly,circuit,pcb assembly",,,,,,
ElectricalSafetySpecialist,Murugappa Group,Hazira,6-16 Lacs PA,9-14 Yrs,https://www.naukri.com/job-listings-electricalsafetyspecialist-murugappa-group-hazira-9-to-14-years-160523008303,with 10 to 15 years of experience in BE Electrical,"electrical safety,Substation,Electricals,safety,ehs",,,,,,
Commercial Contract Manager,Emirates Overseas Recruitment Consultants,"Doha, Qatar",35-50 Lacs PA,7-12 Yrs,https://www.naukri.com/job-listings-commercial-contract-manager-emirates-overseas-recruitment-consultants-doha-qatar-7-to-12-years-160523005086,We are looking for a motivated and experienced Commercial Manager to join our team! As ...,"Client Coordination,Contract Management,Cost Control,Billing,commercial activities,vendor management,commercial management,estimation",,,,,,
Manager- Mechanical Maintenance,Kohler,Bharuch,Not disclosed,12-16 Yrs,https://www.naukri.com/job-listings-manager-mechanical-maintenance-kohler-bharuch-12-to-16-years-160523004649,"Roles and Responsibilities (1) Organize, coordinate, and participate in equipment maint...","Mechanical Maintenance,foundry,mechanical,maintenance,etp,plating,utility,machine",,,,,,
Process Executive,Marico,Ahmedabad,Not disclosed,4-8 Yrs,https://www.naukri.com/job-listings-process-executive-marico-ahmedabad-4-to-8-years-160523004558,Key Deliverables of the RoleCustodian for data collection for TPM Facilitate plant team...,"OEE Calculation,safety implementation,tpm,process,operational excellence,excellence,kaizen,engineering",,,,,,
External Development Engineer,BSCPL Infrastructure,Chennai,Not disclosed,5-10 Yrs,https://www.naukri.com/job-listings-external-development-engineer-bscpl-infrastructure-chennai-5-to-10-years-160523003973,Position: EXTERNAL DEVELOPMENT ENGINEER (Diploma - CIVIL / BE -CIVIL Engineering candid...,"site supervision,Gardening,external development,landscaping,architecture,Design,Site,Landscape Design",,,,,,
"ASSISTANT MANAGER, CA SERVICE",Carrier,Gurgaon/Gurugram,Not disclosed,3-8 Yrs,https://www.naukri.com/job-listings-assistant-manager-ca-service-carrier-technologies-india-limited-gurgaon-gurugram-3-to-8-years-150523905328,ITI/ Diploma in Air-conditioning and refrigeration or Diploma/ B Tech in Mechanical Eng...,"HVAC system,electrical engineering,technical,servicing,engineering,mechanical,assistance,technical support",,,,,,
Service Professional - Chiller Audit,Carrier,Gurgaon/Gurugram,Not disclosed,2-4 Yrs,https://www.naukri.com/job-listings-service-professional-chiller-audit-carrier-technologies-india-limited-gurgaon-gurugram-2-to-4-years-150523900716,Hands on Experience on Chillers and associated accessoriesWillingness to travel regular...,"Chiller Audit,plant,professional services,order fulfillment,purchase order,chillers,sales,chiller plant",,,,,,
Engineer Production Planning and Control,C&S Electric,Noida,3-3.5 Lacs PA,4-5 Yrs,https://www.naukri.com/job-listings-engineer-production-planning-and-control-c-s-electric-noida-4-to-5-years-150523006542,-Plan and prioritize operations to ensure maximum performance and minimum delay. must h...,"smart,production planning,production engineering,control,ppc,planning,production planning control,production",,,,,,
Sr. engineer/AM -Lean and CI,Kohler,Bharuch,Not disclosed,5-7 Yrs,https://www.naukri.com/job-listings-sr-engineer-am-lean-and-ci-kohler-bharuch-5-to-7-years-150523004300,Qualification - B Tech / BE (Mechanical / Chemical). Experience - Minimum: 5-7 Years,"Lean Six Sigma,engineering,lean,ams,six sigma,sr,six,continuous integration",,,,,,
Fabrication Supervisor,Kalpa Electrikal,Bangalore/Bengaluru,3-4 Lacs PA,3-8 Yrs,https://www.naukri.com/job-listings-fabrication-supervisor-kalpa-electrikal-bangalore-bengaluru-3-to-8-years-150523003330,- Responsible for production in the Fabrication department. - Responsible for training ...,"Fabrication,production,production supervising,supervision",,,,,,
Mechanical Lead,Exicom,Gurgaon/Gurugram,Not disclosed,15-18 Yrs,https://www.naukri.com/job-listings-mechanical-lead-exicom-gurgaon-gurugram-15-to-18-years-131222009471,PositionDepartment R&D Systems Engineering Designation Manager/Senior ManagerJob Descri...,"Mechanical design,Mechanical,Design",,,,,,
Sr.Executive / Senior Engineer - Production (Composites - Production ),Arvind Limited,"Ahmedabad, Santej",Not disclosed,2-6 Yrs,https://www.naukri.com/job-listings-sr-executive-senior-engineer-production-composites-production-arvind-limited-ahmedabad-santej-2-to-6-years-110522013283,"Shift attendance Record & attendance sheetMaterial Issue slip, Wastage Dispatch slip an...","Composites,Production,Production Supervising,Daily Production Planning,Pultrusion,planning,manpower handling,production line",,,,,,
Instrumentation Programming Engineer,Aarti Industries,Jhagadia,4-5 Lacs PA,3-5 Yrs,https://www.naukri.com/job-listings-instrumentation-programming-engineer-aarti-industries-jhagadia-3-to-5-years-110423008891,To implement actions required for maintaining system in healthy conditions.,"Yokogawa,Industrial Automation,DCS,Instrumentation,automation,sap,installation,dc",,,,,,
Walk In Interview-28th May( Sunday)-API Production-Boisar (Tarapur),Alembic Pharmaceuticals,Vadodara,Not disclosed,28 May,https://www.naukri.com/job-listings-walk-in-interview-28th-may-sunday-api-production-boisar-tarapur-alembic-pharmaceuticals-vadodara-baroda-1-to-6-years-090523010488,"Maintain documentation as per regulatory authorities requirement like change control, d...","API Production,API,Production",,,,,,
Production Line Engineer,Kandhari Beverages,Samba,Not disclosed,2-7 Yrs,https://www.naukri.com/job-listings-production-line-engineer-kandhari-beverages-samba-2-to-7-years-080223008726,Multiple openings for - ASSP Line - Boiler - Chemist - WTP Chemist - Light Inspector - ...,"beverages,production line,wtp,beverage,production,line,boiler,asspline",,,,,,
Multiple Roles In Manufacturing,Kandhari Beverages,"Samba, Baddi, Saha, Nabhipur",Not disclosed,10-20 Yrs,https://www.naukri.com/job-listings-multiple-roles-in-manufacturing-kandhari-beverages-samba-baddi-saha-nabhipur-10-to-20-years-071222008847,"Production Planning, execution & Inventory Supply Chain Management Environment, health ...","production,Manufacturing,tpm,gmp,usfda,ghp,beverage,quality",,,,,,
"Manufacturing ( Multiple positions) ONLY, Samba-  Jammu Location",Kandhari Beverages,Samba,Not disclosed,2-7 Yrs,https://www.naukri.com/job-listings-manufacturing-multiple-positions-only-samba-jammu-location-kandhari-beverages-samba-2-to-7-years-020322001398,- We are looking at multiple profiles from executive to Manager level for our unit - Pl...,"production,accounting,manufacturing,hrsd,safety,positioning,quality,sales",,,,,,
Engineer - Mechanical Assembly (Electronic Packaging),Data Patterns,Chennai,Not disclosed,5-7 Yrs,https://www.naukri.com/job-listings-engineer-mechanical-assembly-electronic-packaging-data-patterns-i-pvt-ltd-chennai-5-to-7-years-150523501125,Qualification : BE (Mechanical) with 5-7 yrs experience in electronics products mechani...,"assembly,packaging,integration,supervision,handling,electronics,materials,aerospace",,,,,,
Surveyor - Jaipur,Riyasat Infratech Developers Llp,Jaipur,Not disclosed,4-5 Yrs,https://www.naukri.com/job-listings-surveyor-jaipur-riyasat-infratech-developers-llp-jaipur-4-to-5-years-120523906564,"with Employing specialized equipment, including distance measuring wheels, GPS, and geo...","GIS,geophysics,remote sensing,geology,gi,information system,survey,science",,,,,,
Mechanical Design trainee,Jot-eng,"Bangalore Rural, Karnataka",1-1.25 Lacs PA,27 May,https://www.naukri.com/job-listings-mechanical-design-trainee-jot-eng-bangalore-rural-karnataka-0-to-1-years-210523001249,"JOT-eng is a design training, placement assistance & CAD design service provider, looki...","Creo,mechanical design,mechanical engineering,mechanical drawings,mechanical,draw,mechanical engg,engineering",,,,,,
PLC Programmer II Electronics City Bangalore II Fresher,Prashant Enterprises,Bangalore/Bengaluru(Electronics City Phase 1),2 Lacs PA,0-1 Yrs,https://www.naukri.com/job-listings-plc-programmer-ii-electronics-city-bangalore-ii-fresher-prashant-enterprises-bangalore-bengaluru-0-to-1-years-210423009907,Urgent Hiring For PLC Programmer Exp ÃÂ¢ÃÂÃÂ Fresher with Programming Knowledge ÃÂ¢ÃÂÃÂ¢ PLC Program...,"HMI Programming,Industrial Automation,PLC Programming,SCADA,automation,programming,plc,hmi",,,,,,
Junior Production Engineer,Nu-tech Concrete Products,"Bangalore Rural, Karnataka",1.5-3 Lacs PA,0-1 Yrs,https://www.naukri.com/job-listings-junior-production-engineer-nu-tech-concrete-products-bangalore-rural-karnataka-0-to-1-years-200523004355,Manage and Supervise the Production Team in a factory setting to Achieve Daily Producti...,"Civil Supervision,civil,supervision,production,civil engineering,production engineering,engineering",,,,,,
Cad Draftman,Esve Design Solutions,"Bangalore/ Bengaluru, Karnataka",Not disclosed,0-3 Yrs,https://www.naukri.com/job-listings-cad-draftman-esve-design-solutions-bangalore-bengaluru-karnataka-0-to-3-years-190523007627,We Require CAD Draftsmen for our MEP Consultant services,"Drafting,Autocad Drafting,AutoCAD,design,draftsman activities,engineering,design engineering,cad",,,,,,
Cad Engineer,Harness Dsa,Bangalore/Bengaluru(Vidyaranyapura),1.25-2 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-cad-engineer-harness-dsa-bangalore-bengaluru-0-to-2-years-180523010035,We seek a highly motivated and enthusiastic Cad Designer & interested in simulation fil...,"3D Modeling,software,solid,creo,fusion,2d drafting,solid works,draft",,,,,,
"Mission Design Engg: Satellite Orbit, Attitude Orientation, Control",SpaceTech Orbital private limited,Bangalore/Bengaluru,6-16 Lacs PA,0-5 Yrs,https://www.naukri.com/job-listings-mission-design-engg-satellite-orbit-attitude-orientation-control-spacetech-orbital-private-limited-bangalore-bengaluru-0-to-5-years-170523009119,We need few candidates to work on Satellite GNC S/W algorithm development and OBC H/W b...,"realising the OBC card for AOCS system,Attitude,Satellite Orbit,Satellite,1. S/W for the Satellite AOCS system  2. S/W for the Satellite Control Center for satellite Operations  MATLAB,orientation,orbit,matlab",,,,,,
Trainee - Technician,Communications Test Design,Bangalore/Bengaluru,2-3 Lacs PA,0-0 Yrs,https://www.naukri.com/job-listings-trainee-technician-communications-test-design-bangalore-bengaluru-0-to-0-years-150523000920,Experience: Fresher. This is an excellent opportunity for freshers with a diploma And I...,"problem - solving,Electronic Components,Electronics,iti,communication skills,training,components",,,,,,
Industrial Engineer,Ranger Apparel Export,Bangalore/Bengaluru,2-4 Lacs PA,0-1 Yrs,https://www.naukri.com/job-listings-industrial-engineer-ranger-apparel-export-bangalore-bengaluru-0-to-1-years-050222002525,Looking for Candidates with Industrial Engg background. To work as Jr.Engineers at Appa...,"engineering,industrial engineering,industrial",,,,,,
Bsc Engineer,A V Processors,"Ambarnath, Maharashtra",Not disclosed,0-2 Yrs,https://www.naukri.com/job-listings-bsc-engineer-a-v-processors-ambarnath-maharashtra-0-to-2-years-200523003764,"Bsc candidate required for factory at AMbernath staying at Dombivali, Kalyan, Ulhasnaga...","ALERT,Hard Working,Teamwork",,,,,,
GET | Assistant Engineer - Structural Design R&D,Propel Industries,Coimbatore,2.25-5 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-get-assistant-engineer-structural-design-r-d-propel-industries-coimbatore-0-to-2-years-160523005709,Roles and Responsibilities > Ontime drawing release> First time right deliveryDesired C...,"Structural Design,drawing,Solid Works,3d,steel fabrication,solid edge,modeling,edge",,,,,,
Management Trainee - Production/ Operation,Aachi Group,Chennai,4-5 Lacs PA,0-2 Yrs,https://www.naukri.com/job-listings-management-trainee-production-operation-aachi-group-chennai-0-to-2-years-150423003635,They will have to undergo an 24-month MBA course at Aachi Institute of Management & Ent...,"training management,training,operations,production,management",,,,,,
Civil Site Manager,Dbc Construction,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed,12-20 Yrs,https://www.naukri.com/job-listings-civil-site-manager-dbc-construction-hyderabad-secunderabad-chennai-bangalore-bengaluru-12-to-20-years-230523004450,* Should have exp in Industrial & PEB buildings * Min 12 yrs exp needed * Should have w...,"Construction,site,civil,peb,Industrial Construction,industrial,industrial project,project",,,,,,
Senior Engineer,Astra Microwave Products (AMPL),"Hyderabad/Secunderabad, Shamshabad",Not disclosed,4-5 Yrs,https://www.naukri.com/job-listings-senior-engineer-astra-microwave-products-ampl-hyderabad-secunderabad-shamshabad-4-to-5-years-300922000370,"Knowledge of industry, military and government Mechanical system requirements and speci...","structural and thermal analysis,design,basic,senior,design calculations,engineering,calculation,thermal",,,,,,
Technician / Technical Assistant / Engineer,Astra Microwave Products (AMPL),Hyderabad/Secunderabad,Not disclosed,2-3 Yrs,https://www.naukri.com/job-listings-technician-technical-assistant-engineer-astra-microwave-products-ampl-hyderabad-secunderabad-2-to-3-years-300622003553,Looking for ITI/ Diploma/B.Tech ( ECE) candidates.Freshers / Candidates with 2 -3 years...,"engineering,assistance,technical assistance,technical,ece",,,,,,
Construction Project Manager : Hyderabad,Cucumber Consultants,Hyderabad/Secunderabad,10-12 Lacs PA,15-24 Yrs,https://www.naukri.com/job-listings-construction-project-manager-hyderabad-cucumber-consultants-hyderabad-secunderabad-15-to-24-years-280223004201,Interested candidates must contact S Krishnan at 8309618146. Telugu and hindi speaking ...,"construction operations,project,construction project,construction,project management,management,construction management,construction project management",,,,,,
Mechanical Maintenance Manager,Sri Chakra Poly Plast India Pvt. Ltd.,"Hyderabad/ Secunderabad, Telangana",8-9 Lacs PA,8-12 Yrs,https://www.naukri.com/job-listings-mechanical-maintenance-manager-sri-chakra-poly-plast-india-pvt-ltd-hyderabad-secunderabad-telangana-8-to-12-years-240523005901,"Utility Operations, breakdown, Preventive maintenance, implementation of projects, syst...","MTTR,Utility Maintenance,Preventive Maintenance,Machine Maintenance,Mechanical Maintenance,MTBF,Preventive,Machine",,,,,,
"Immediate hiring For Piping Designer ""AutoCAD Plant 3D""",FOX Solutions,Hyderabad/Secunderabad,3-7 Lacs PA,2-6 Yrs,https://www.naukri.com/job-listings-immediate-hiring-for-piping-designer-autocad-plant-3d-fox-solutions-hyderabad-secunderabad-2-to-6-years-230523008601,Roles and Responsibilities P&ID Study & Generation using AutoCAD Plant 3D Preparation o...,"Autocad Plant 3D,3D,Draft,Design,Plant,Plant 3D,Piping,Hiring",,,,,,
Trade Compliance Analyst,Marathon Electric India,Hyderabad/Secunderabad,Not disclosed,2-5 Yrs,https://www.naukri.com/job-listings-trade-compliance-analyst-marathon-electric-india-hyderabad-secunderabad-2-to-5-years-190523006054,"BS or BA degree, Post Graduation specialization in International Trade preferred The Tr...","Trade Compliance,Tariff Classification,International Trade,HTS,USMCA,international,classification,trade",,,,,,
Design Engineer II- Electrical,Marathon Electric India,Hyderabad/Secunderabad,Not disclosed,4-8 Yrs,https://www.naukri.com/job-listings-design-engineer-ii-electrical-marathon-electric-india-hyderabad-secunderabad-4-to-8-years-180523009414,Roles & Responsibilities :Design Engineer-II (Electrical) is responsible for electrical...,"product life cycle management,life cycle,design,electrical engineering,bom,electrical design,erp,documentation",,,,,,
Officer - Production,Sahajanand Medical Technologies,"Hyderabad/Secunderabad, telangana",Not disclosed,2-4 Yrs,https://www.naukri.com/job-listings-officer-production-sahajanand-medical-technologies-hyderabad-secunderabad-telangana-2-to-4-years-180523005649,"JOB DESCRIPTION:1. Employee have to serve minimum two years at Thailand, where she has ...","production,GMP,manufacturing,Factory Operations,inventory management,inventory,supervision,manpower handling",,,,,,
Mep Engineer,Tejfire Safety India Pvt Ltd,"Pune, Maharashtra, Mumbai (All Areas)",2-5 Lacs PA,2-7 Yrs,https://www.naukri.com/job-listings-mep-engineer-tejfire-safety-india-pvt-ltd-pune-maharashtra-mumbai-all-areas-2-to-7-years-240523007203,Urgently looking for MEP Engineer (Fire Fighting) Experience : 2-10 years in Firefighti...,"Fire Fighting System,Sprinkler,Fire fighting,MEP,Fire,MEP Services,System,Fighting",,,,,,
CNC Service Electrical Technician (Romania - Europe),BCM Group,"Pune, Mumbai (All Areas), gujrat",7-8 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-cnc-service-electrical-technician-romania-europe-bcm-group-pune-mumbai-all-areas-gujrat-5-to-10-years-240523004286,Mandatory experience at least 5 years. SIEMENS 840," 810 CNC , Fanuc CNC , Electrical r...,Electrical Maintenance,Repair,Electricals,Machine,CNC maintenance,CNC machines",,,,,,
CNC Service Automation Engineer (Romania),BCM Group,"Pune, Mumbai (All Areas), gujrat",8-9 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-cnc-service-automation-engineer-romania-bcm-group-pune-mumbai-all-areas-gujrat-5-to-10-years-240523004274,Having 5+yrs of Experiences. Mandatory experience for Passport is compulsory SIEMENS 82...,"Automation engineering,cnc automation engineer,PLC,Siemens PLC,Siemens,Engineering,S5,Automation",,,,,,
CNC Service Mechanical Technician (Romania),BCM Group,"Pune, Mumbai (All Areas), gujrat",7-8 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-cnc-service-mechanical-technician-romania-bcm-group-pune-mumbai-all-areas-gujrat-5-to-10-years-240523004262,"Hydraulics knowledge is plus, knowledge to for turret adjustments, milling machine geom...","Service Engineering,ball screw adjustments,CNC technician,guideways replacement,Hydraulics,Machine,Mechanical,Milling machine",,,,,,
"Senior Electrical Design Engineer, 3D-Modelling, Auto-CAD, 3D",Prabhat Raj,"Pune, Ahmedabad, Mumbai (All Areas)",6-12 Lacs PA,5-10 Yrs,https://www.naukri.com/job-listings-senior-electrical-design-engineer-3d-modelling-auto-cad-3d-prabhat-raj-pune-ahmedabad-mumbai-all-areas-5-to-10-years-220523000531,"Electrical analysis and design of electrical equipment such as Transformer, DG, Cables,...","Electrical Design,revit,nec,panels,electricals,electrical equipment,coding,3d model",,,,,,
"Estimation Engineer, Quantity Surveyor, QS, Costing, Rate Analysis",Prabhat Raj,"Pune, Ahmedabad, Mumbai (All Areas)",4-6 Lacs PA,3-8 Yrs,https://www.naukri.com/job-listings-estimation-engineer-quantity-surveyor-qs-costing-rate-analysis-prabhat-raj-pune-ahmedabad-mumbai-all-areas-3-to-8-years-220523000513,"Preparation of Detailed Budget Estimates, Preliminary Budget Estimates. Proficiency in ...","Civil,boq preparation,evaluation,qs,quantity estimation,rate analysis,tender preparation,tender evaluation",,,,,,
Project Manager,Naiknavare Developers,"Pune(Vadgaon Maval), Mumbai (All Areas)(Vakola)",10-12 Lacs PA,10-15 Yrs,https://www.naukri.com/job-listings-project-manager-naiknavare-developers-pune-mumbai-all-areas-10-to-15-years-170422000039,"He should be detail-oriented, have strong commitment, and be a team leaderGood knowledg...","Site Management,Site Execution,construction projects,civil project management,project,construction project,site,project management",,,,,,
Design Engineer/Sr. Design Engineer - Chassis,Technosoft Engineering,"Pune, Maharashtra, United Kingdom (UK), Mumbai (All Areas)",Not disclosed,3-7 Yrs,https://www.naukri.com/job-listings-design-engineer-sr-design-engineer-chassis-technosoft-engineering-pune-maharashtra-mumbai-all-areas-united-kingdom-uk-3-to-7-years-120822008771,"- Experience of truck chassis systems including powertrain, hydraulics, braking, etc. -...","Electric Vehicle,Chassis Design,Component Design,vehicle,chassis,design engineering,sr,design",,,,,,
Vacancy For Packing Department,Hetero,Hyderabad/Secunderabad,Not disclosed,27 May,https://www.naukri.com/job-listings-vacancy-for-packing-department-hetero-hyderabad-secunderabad-0-to-5-years-240523008814,"Hi, Walk-in for Packing Department in Formulation Unit. Please find below details.Quali...","Packing,Liquid,Bottling,Packaging,Blister,Labels,Bottle,Labelling",,,,,,
